"","SRR10025177","SRR10025178","SRR10025179","SRR9119213","SRR9119214","SRR9119215","SRR7050693","SRR7050694","SRR7050695","SRR15809339","SRR15809340","SRR13640879","SRR13640881","SRR13640883","SRR6292438","SRR6292439"
"ENSMUSG00000056290.17",209,194,1585,55,22,27,83,53,139,45,54,24,46,174,6,4
"ENSMUSG00000079419.5",121,107,670,33,13,11,115,68,113,3,28,78,200,538,30,11
"ENSMUSG00000058470.11",57,46,715,6,0,0,25,17,23,21,11,7,6,23,0,2
"ENSMUSG00000024677.14",186,160,1411,82,32,21,151,136,202,53,79,68,158,516,42,9
"ENSMUSG00000024678.7",285,264,529,99,92,71,337,320,346,117,47,125,73,189,15,18
"ENSMUSG00000024679.11",53,41,177,57,35,25,127,101,190,31,11,81,208,546,21,11
"ENSMUSG00000024680.13",1,2,7,1,1,0,4,1,3,1,0,0,0,4,0,0
"ENSMUSG00000024681.12",0,1,1,0,0,0,0,0,2,0,0,1,4,53,0,0
"ENSMUSG00000055895.7",0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000041857.11",0,1,30,0,1,0,0,0,0,4,10,3,0,3,0,0
"ENSMUSG00000055933.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024682.4",1,3,8,0,0,0,0,2,0,0,0,7,0,0,0,0
"ENSMUSG00000024683.7",655,767,1101,580,655,588,932,850,796,280,165,636,804,616,754,362
"ENSMUSG00000041488.17",383,387,725,173,162,148,382,390,440,119,96,178,239,312,88,70
"ENSMUSG00000048292.4",3,4,6,0,0,0,2,1,4,0,0,0,0,0,0,0
"ENSMUSG00000060556.5",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000067545.4",1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060878.5",15,17,28,1,2,1,9,5,3,8,0,0,6,0,0,1
"ENSMUSG00000046139.9",1375,1557,1345,442,317,379,1234,1358,1528,416,538,316,257,500,233,183
"ENSMUSG00000024687.12",3502,4519,4974,1232,986,1114,2245,2393,2402,554,905,1182,1696,1251,655,460
"ENSMUSG00000067529.3",11,5,16,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000067528.4",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067526.4",3,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000044994.11",4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067525.4",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067524.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067522.4",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000108889.3",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094133.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109022.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067519.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060049.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095640.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000067513.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096436.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109328.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046650.5",0,0,0,0,0,0,4,1,7,0,0,0,0,0,0,0
"ENSMUSG00000050815.7",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040065.9",0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"ENSMUSG00000046805.11",2843,2543,6670,3081,2316,1091,5760,4757,5586,499,373,3787,5886,12377,594,421
"ENSMUSG00000039982.9",1339,1210,1115,383,340,645,428,313,976,307,399,209,222,199,137,162
"ENSMUSG00000024691.14",331,351,1615,82,43,54,197,179,332,50,94,97,132,295,19,15
"ENSMUSG00000071633.12",3789,4751,11607,2501,2016,4896,5608,7285,12606,1097,996,815,830,1173,3200,2863
"ENSMUSG00000063683.13",5968,6305,10998,4207,5473,4133,7448,8643,9763,1824,1414,3006,4909,5103,2176,2116
"ENSMUSG00000044441.6",6,3,8,0,0,0,2,4,5,10,4,0,0,2,0,0
"ENSMUSG00000045030.9",7,0,4,0,0,0,1,2,2,0,2,0,0,3,0,0
"ENSMUSG00000024694.10",2008,3241,3376,1027,1268,1439,2250,3848,3043,312,283,628,1281,1109,117,144
"ENSMUSG00000079415.3",19,28,22,4,3,0,5,1,6,2,7,10,3,0,0,0
"ENSMUSG00000118491.2",0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0
"ENSMUSG00000024695.17",2008,2272,5324,1083,1135,1122,2956,3553,3559,828,848,887,1059,1389,612,491
"ENSMUSG00000024696.10",145,105,646,57,24,21,90,90,103,42,120,95,90,191,20,15
"ENSMUSG00000091014.4",0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046272.5",1,0,3,0,0,0,0,0,1,1,2,0,0,0,2,1
"ENSMUSG00000045126.3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057817.7",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060303.5",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000048456.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049498.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062892.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046913.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094755.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094986.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061637.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062844.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057503.7",1,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045883.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094721.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096365.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062199.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096485.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049015.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000063777.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096320.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095189.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096273.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096708.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000071629.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095484.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096289.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094846.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045678.9",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000061387.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051156.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000109520.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050865.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000047207.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048356.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044040.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045395.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054526.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057270.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000056858.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059105.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062314.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024642.18",1262,1248,1685,145,152,185,511,475,402,94,197,140,210,324,135,71
"ENSMUSG00000024640.10",17,26,213,15,7,5,17,12,17,10,15,26,14,69,14,5
"ENSMUSG00000041491.9",236,250,435,52,48,74,121,83,79,100,148,51,42,43,36,27
"ENSMUSG00000024639.6",1878,2004,2349,398,277,321,1116,1143,1200,225,366,280,315,430,349,132
"ENSMUSG00000024697.5",332,312,307,261,204,179,187,139,148,41,33,91,96,58,36,35
"ENSMUSG00000046230.12",3620,3592,9561,200,161,192,536,670,608,456,504,168,342,530,75,126
"ENSMUSG00000056829.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039126.11",61,66,195,26,11,38,64,39,53,12,10,40,27,90,7,6
"ENSMUSG00000038843.19",93,76,470,21,10,11,53,36,56,17,15,11,11,90,2,3
"ENSMUSG00000024712.10",1585,1957,2761,1223,1161,1530,2420,2962,2952,554,484,962,1375,1363,305,312
"ENSMUSG00000024713.17",3465,3532,2496,347,350,280,976,886,950,594,777,267,423,319,357,242
"ENSMUSG00000024725.14",1569,1602,2750,803,793,708,1364,1237,1630,510,498,772,895,1259,1292,590
"ENSMUSG00000037847.15",1649,1554,3053,161,263,305,1375,1706,1032,1676,2268,620,658,1223,182,249
"ENSMUSG00000024726.11",861,975,1913,365,408,423,912,1006,1167,155,171,265,328,330,136,82
"ENSMUSG00000047044.8",192,207,305,144,133,115,222,207,310,134,99,88,90,143,67,38
"ENSMUSG00000024727.10",150,121,183,11,26,11,18,10,17,3,21,3,2,0,2,1
"ENSMUSG00000036192.16",1,4,5,0,0,0,1,2,0,0,0,0,0,2,0,0
"ENSMUSG00000024659.16",188,195,563,96,82,44,132,155,228,85,76,103,116,402,63,26
"ENSMUSG00000053279.9",25458,26624,25161,14940,32599,30577,32598,35587,31678,3833,1564,8782,10872,14655,3895,9309
"ENSMUSG00000024747.4",6100,7412,10694,3211,5891,4707,8607,9468,9476,1341,399,3431,5170,4268,2569,1801
"ENSMUSG00000024749.10",3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
"ENSMUSG00000024750.12",3474,3444,8046,1024,1134,1093,2587,2868,3222,1504,2006,567,768,884,289,441
"ENSMUSG00000058624.14",1156,1199,2619,563,657,646,1431,1519,1227,323,258,496,655,1385,143,235
"ENSMUSG00000035171.10",569,658,1410,249,323,253,555,608,683,112,112,216,258,307,104,97
"ENSMUSG00000047368.5",529,603,1254,314,244,238,401,509,682,247,240,156,201,265,167,102
"ENSMUSG00000024754.14",3225,3142,4155,206,117,213,574,611,516,159,201,227,269,361,118,51
"ENSMUSG00000052387.17",2,2,7,2,0,0,0,3,0,1,0,0,0,0,0,0
"ENSMUSG00000033863.3",3982,5254,7321,2106,1272,1540,3559,5601,4763,768,1519,792,1286,1415,1765,806
"ENSMUSG00000024943.10",2767,2872,5684,389,258,300,856,882,1040,511,976,201,260,297,51,111
"ENSMUSG00000033207.8",245,292,480,90,91,47,187,240,269,61,78,79,24,67,49,39
"ENSMUSG00000033053.5",0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000074925.5",1360,1376,4034,240,175,210,475,695,707,442,542,116,191,227,92,107
"ENSMUSG00000024897.10",90,86,87,15,10,6,39,46,39,19,6,12,20,29,0,2
"ENSMUSG00000071604.6",74,81,36,37,19,21,54,49,65,27,25,41,19,31,17,18
"ENSMUSG00000024812.12",2917,2819,2743,473,350,491,1205,846,1180,351,483,315,370,291,290,289
"ENSMUSG00000059363.11",384,427,494,232,207,186,483,462,603,199,230,195,202,175,691,233
"ENSMUSG00000024867.15",13,18,37,1,0,0,4,1,3,2,3,0,0,16,0,0
"ENSMUSG00000074922.2",261,278,200,130,116,117,403,347,379,145,155,191,139,118,188,101
"ENSMUSG00000048572.6",79,81,142,54,33,27,65,72,116,14,4,29,19,22,8,1
"ENSMUSG00000041731.14",195,198,165,78,50,61,62,63,101,7,6,19,24,29,19,3
"ENSMUSG00000058927.7",1085,1387,2570,794,909,830,3906,3511,3941,428,404,1289,2134,1756,618,293
"ENSMUSG00000051490.4",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000024878.10",319,329,904,110,84,82,253,237,253,60,66,97,155,146,25,48
"ENSMUSG00000052085.8",3317,2826,3884,525,458,659,1915,1838,1210,155,244,424,548,948,389,243
"ENSMUSG00000032702.17",7027,8440,6103,1433,973,1154,3067,3020,2643,988,1779,850,1038,1054,1249,962
"ENSMUSG00000024837.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000042372.6",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000048138.11",55,38,23,4,17,0,38,37,33,25,34,15,15,4,0,3
"ENSMUSG00000024921.18",10945,12594,10738,1363,1601,1331,4296,4227,3497,1437,2322,1212,1442,2083,1064,875
"ENSMUSG00000074913.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024924.15",1281,1133,1097,183,442,439,1351,1270,1480,465,590,176,295,249,189,346
"ENSMUSG00000047298.4",4,3,0,0,0,0,0,2,0,1,0,0,0,0,0,2
"ENSMUSG00000041360.9",1837,1871,3076,665,746,578,1379,1322,1189,372,514,472,761,566,540,422
"ENSMUSG00000040929.18",594,583,1390,81,37,69,188,187,224,101,106,25,42,29,24,8
"ENSMUSG00000052942.14",413,365,230,14,4,10,63,89,70,24,42,6,16,25,1,7
"ENSMUSG00000024935.12",81,90,82,1,4,3,9,6,3,2,4,0,0,1,0,0
"ENSMUSG00000064202.16",228,189,164,57,90,60,135,116,118,63,110,10,43,28,70,50
"ENSMUSG00000040105.4",529,580,797,300,358,391,886,810,861,236,253,126,173,234,174,133
"ENSMUSG00000024780.8",4462,4559,9655,690,729,743,1804,1916,1989,1109,1544,526,827,786,384,335
"ENSMUSG00000024782.8",7364,8565,13194,6372,6961,7108,16828,19346,19067,3151,2357,4911,6258,6742,3060,3377
"ENSMUSG00000024785.8",3252,4103,4684,4339,3671,2582,5171,5372,5720,992,2003,1883,2088,2177,2989,2145
"ENSMUSG00000024789.14",1401,1388,3164,444,298,378,921,804,1095,156,301,282,319,621,101,178
"ENSMUSG00000050957.5",12,9,15,3,7,5,8,11,13,2,0,0,3,6,6,7
"ENSMUSG00000039097.6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000016495.13",1054,956,1100,201,179,111,669,578,527,542,745,209,169,398,55,81
"ENSMUSG00000016496.8",187,181,454,76,99,36,402,290,295,142,175,101,133,466,56,39
"ENSMUSG00000016498.11",11,7,57,3,0,2,3,1,3,3,4,9,7,16,0,6
"ENSMUSG00000038658.16",3574,3882,6722,492,374,471,1236,1367,1492,540,648,240,328,411,277,218
"ENSMUSG00000046324.13",1881,1820,3750,501,491,529,1737,1615,1620,350,322,607,565,837,342,348
"ENSMUSG00000024806.5",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046138.16",3003,3553,4082,303,167,260,1772,1722,1540,568,956,270,403,456,126,121
"ENSMUSG00000074909.6",631,710,1927,261,245,259,426,490,586,466,592,141,327,288,54,65
"ENSMUSG00000024810.17",83,91,389,78,54,56,185,179,173,13,17,48,81,75,10,16
"ENSMUSG00000024815.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024817.14",2650,2555,5119,656,456,645,1204,1407,1460,550,836,554,721,804,178,172
"ENSMUSG00000024827.11",10714,12125,10547,4818,4649,7156,7254,6350,11968,1099,1906,1754,3728,1719,5686,4927
"ENSMUSG00000024863.7",21178,19292,22245,11554,15914,12463,23408,24824,24980,4361,2511,18518,21793,17675,5083,4015
"ENSMUSG00000024868.9",0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0
"ENSMUSG00000052920.17",528,536,887,28,18,20,68,77,71,16,3,9,8,19,15,2
"ENSMUSG00000053536.8",1884,2087,2444,603,555,680,1379,1243,1427,472,466,402,531,566,121,193
"ENSMUSG00000052595.9",14300,18123,28149,1283,715,1884,5206,8490,6586,2031,3311,623,1199,1182,937,751
"ENSMUSG00000024887.11",1609,1600,3051,676,753,844,1843,1995,1665,187,249,381,464,558,174,139
"ENSMUSG00000040451.19",2006,1731,3057,301,256,286,789,728,700,280,285,170,323,303,88,117
"ENSMUSG00000062456.5",110,129,158,148,160,159,6755,6116,7386,52,17,2291,2767,2806,407,349
"ENSMUSG00000024896.10",832,961,2066,1139,1036,795,1279,1310,1711,344,311,771,783,815,560,459
"ENSMUSG00000024899.8",16440,16443,16108,7551,7177,6874,23597,23932,21155,2274,2313,5246,7446,6501,1796,1548
"ENSMUSG00000013662.7",1755,1852,4526,1091,1024,1234,2625,2709,2966,478,507,732,1204,1240,269,292
"ENSMUSG00000013663.8",9033,10014,21652,2475,2755,2910,6435,6797,6781,1121,1372,1887,2245,2575,704,748
"ENSMUSG00000079344.12",0,0,1,0,0,0,10,16,13,0,0,0,2,4,0,0
"ENSMUSG00000024766.16",154,204,456,76,44,45,170,204,246,36,33,123,156,195,4,5
"ENSMUSG00000086812.3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000087303.4",3,5,8,4,0,0,46,50,51,0,0,14,20,13,0,0
"ENSMUSG00000079342.12",0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
"ENSMUSG00000024768.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024771.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024770.15",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000056078.7",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000024774.17",1,2,2,0,2,0,3,0,0,0,0,0,2,1,0,1
"ENSMUSG00000024776.19",263,214,558,52,40,27,142,119,136,49,85,23,55,123,36,19
"ENSMUSG00000035783.10",156,631,247,134,41,48,198,239,646,48,64,75,44,178,26,15
"ENSMUSG00000024778.14",1091,1246,1495,498,496,515,831,782,1107,366,423,335,440,491,272,239
"ENSMUSG00000050370.6",1,4,6,1,1,0,2,6,6,2,6,13,5,3,1,1
"ENSMUSG00000024781.17",10442,11567,19376,6337,5417,7382,13440,13926,18821,1085,1046,4147,4280,5810,5632,2583
"ENSMUSG00000045932.13",310,279,765,72,34,45,300,318,450,83,64,92,138,488,36,30
"ENSMUSG00000074896.4",772,805,1458,452,448,251,1317,1062,1270,396,366,539,697,1489,321,291
"ENSMUSG00000079339.8",25,23,130,13,2,3,29,24,49,7,2,33,26,94,13,0
"ENSMUSG00000062488.10",312,364,660,188,204,114,823,723,755,61,52,246,379,737,115,142
"ENSMUSG00000067297.6",21,12,30,4,9,6,33,38,31,6,3,12,5,28,1,2
"ENSMUSG00000034459.9",586,721,1298,212,209,179,633,577,645,404,311,272,384,701,338,222
"ENSMUSG00000009378.5",2966,3157,7344,1421,1269,1669,3294,3715,2635,1043,1523,1507,1518,2274,627,459
"ENSMUSG00000033610.17",9750,11354,20767,7045,7640,6937,10339,14086,14839,2419,1704,3446,5240,4745,3195,2400
"ENSMUSG00000024795.12",146,137,861,17,11,9,39,30,48,30,22,11,13,40,0,3
"ENSMUSG00000024798.16",3,3,27,1,0,0,3,0,4,0,0,5,2,3,0,0
"ENSMUSG00000024800.9",145,182,335,106,97,91,248,192,254,45,65,51,87,139,44,38
"ENSMUSG00000024803.10",85,48,67,3,1,0,56,33,23,35,28,15,7,19,3,0
"ENSMUSG00000024805.17",1303,1283,3076,282,331,273,716,854,676,286,412,222,253,348,114,145
"ENSMUSG00000041180.14",414,381,513,24,33,29,32,66,110,62,115,11,25,15,4,16
"ENSMUSG00000067279.4",2472,2385,3672,1804,1531,2692,2732,3045,5299,860,1762,544,626,454,420,739
"ENSMUSG00000024811.12",4115,4354,9551,1105,884,940,2104,2504,2797,845,1127,583,883,1037,351,336
"ENSMUSG00000047632.12",116,79,139,17,16,9,33,27,16,20,52,20,1,4,7,5
"ENSMUSG00000040565.9",4249,3696,9372,326,196,318,810,749,944,433,613,307,442,487,197,160
"ENSMUSG00000039652.17",1112,1348,1066,177,136,151,423,544,495,149,209,106,131,185,109,91
"ENSMUSG00000023307.15",1817,2167,2575,1796,1871,1601,3695,4142,4645,868,1049,1162,1256,1680,579,825
"ENSMUSG00000056999.17",6684,6495,13082,1927,1235,1500,3278,3436,3134,608,626,1751,1685,1393,1205,684
"ENSMUSG00000012443.5",106,99,893,22,12,14,69,45,65,31,28,6,61,97,10,9
"ENSMUSG00000024986.13",6305,5826,2586,2134,1054,1413,1525,3494,4708,2004,1685,1287,1216,1618,413,814
"ENSMUSG00000053799.9",2002,2043,3613,502,372,412,1179,1118,1145,192,243,337,440,607,193,203
"ENSMUSG00000062432.5",413,406,139,2,3,5,5,6,13,31,37,2,22,11,9,21
"ENSMUSG00000024987.7",633,636,330,220,193,284,768,585,593,605,430,526,935,945,279,542
"ENSMUSG00000048612.17",711,598,987,118,55,36,233,201,236,97,116,80,139,405,64,27
"ENSMUSG00000024989.16",13,11,200,10,0,3,22,10,11,2,11,0,6,15,6,2
"ENSMUSG00000054200.8",10,5,17,8,4,4,9,12,13,6,0,5,11,6,2,2
"ENSMUSG00000024990.14",71063,85619,83275,61793,69776,46752,94239,82475,91548,18904,15052,30503,29820,39889,46005,42407
"ENSMUSG00000024992.14",209,230,354,16,23,1,141,98,47,24,94,35,9,48,7,5
"ENSMUSG00000054237.7",1000,1108,1996,257,215,174,633,609,656,348,453,227,256,298,95,117
"ENSMUSG00000067242.12",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044026.4",838,675,1759,457,252,271,612,845,1139,353,576,374,822,777,381,239
"ENSMUSG00000024998.18",2376,2518,3272,256,143,241,779,838,705,225,225,325,328,376,218,194
"ENSMUSG00000024999.8",790,795,1229,129,90,122,360,357,399,136,171,138,169,164,40,51
"ENSMUSG00000048720.9",774,741,1308,157,138,200,431,378,499,159,170,96,154,132,65,101
"ENSMUSG00000025001.12",222,191,1005,16,10,10,27,31,50,52,113,28,20,67,0,6
"ENSMUSG00000025002.6",303,308,169,61,85,58,137,125,285,6,9,15,38,32,1,12
"ENSMUSG00000067231.5",0,0,1,0,0,0,1,2,5,0,3,0,0,0,0,0
"ENSMUSG00000067229.4",0,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0
"ENSMUSG00000003053.18",61982,63321,58512,33746,46990,36017,63589,65494,93447,2356,1493,19385,35321,27808,6473,8393
"ENSMUSG00000032808.3",16696,9697,23881,2257,6282,7174,7688,9446,10766,2149,2582,2118,2276,3055,1417,1577
"ENSMUSG00000025003.7",477,687,975,4019,12703,16908,1675,2180,2367,106,105,290,481,310,152,166
"ENSMUSG00000062624.6",8796,10453,29490,3716,4847,4849,38610,50004,49773,877,1077,8978,11846,10723,1528,2121
"ENSMUSG00000074882.4",20371,21672,44383,10459,7578,8339,44567,52351,56431,3551,3837,13464,18859,17753,4426,4717
"ENSMUSG00000025004.17",16278,21715,48394,13545,12515,14153,53659,68759,69724,2010,1310,15659,24347,17974,5335,5270
"ENSMUSG00000092008.3",23091,34965,74754,10816,11336,12480,57596,80704,78705,8548,6308,28549,42808,27395,7089,5386
"ENSMUSG00000042248.5",35667,43514,53235,17832,18987,23890,53420,58297,68549,11987,14924,5598,9959,13806,6060,14392
"ENSMUSG00000067225.3",9442,6375,18677,8948,11490,12821,17369,23447,17552,763,1709,878,1814,3841,142,1419
"ENSMUSG00000054827.13",36891,34895,51468,19447,18964,18793,43875,49314,44488,3216,4099,4184,7366,11733,809,5653
"ENSMUSG00000060613.11",17097,23025,23073,13451,16501,16034,26672,29648,40067,1151,1486,19012,28462,23780,1542,1058
"ENSMUSG00000055044.13",1501,1721,1229,637,604,539,2042,1654,1807,249,247,723,733,665,989,313
"ENSMUSG00000025006.19",5419,6439,7118,345,241,375,1041,1593,1120,210,235,302,278,507,264,223
"ENSMUSG00000025007.14",157,129,329,42,16,12,75,62,91,20,19,31,59,150,34,17
"ENSMUSG00000025008.16",48,48,66,13,8,13,30,43,46,29,58,16,25,19,5,10
"ENSMUSG00000048120.17",502,472,1026,173,120,122,418,436,424,51,61,157,198,603,104,42
"ENSMUSG00000108929.3",65,59,85,10,7,7,8,20,8,9,16,5,26,15,34,3
"ENSMUSG00000025010.15",272,248,319,101,57,88,101,98,157,79,93,59,47,83,51,21
"ENSMUSG00000049164.8",838,962,2661,156,125,202,507,657,583,227,279,102,129,108,27,41
"ENSMUSG00000061132.14",237,252,846,92,91,28,271,387,214,69,55,201,101,179,102,66
"ENSMUSG00000025014.14",52,128,230,110,134,152,64,192,133,87,34,406,301,155,136,51
"ENSMUSG00000050121.10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025013.16",7,6,11,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000025016.12",4656,5766,14718,3442,3029,3530,5275,7000,7048,717,754,2304,3312,3421,740,704
"ENSMUSG00000025017.11",5584,5899,7577,2648,1844,1588,2621,3448,2938,720,706,1968,2417,2676,2332,1369
"ENSMUSG00000025019.18",2956,2996,5361,99,50,97,244,324,216,162,212,71,109,144,88,38
"ENSMUSG00000025020.12",82,63,32,2,3,2,14,15,13,8,27,1,1,25,3,2
"ENSMUSG00000025154.16",294,266,598,119,44,60,265,281,264,60,70,97,179,446,61,28
"ENSMUSG00000067199.5",407,325,390,124,126,198,112,133,308,108,114,49,38,57,254,145
"ENSMUSG00000047604.4",80,96,76,34,41,44,20,46,85,39,52,10,22,38,19,21
"ENSMUSG00000035049.5",607,526,496,109,100,115,172,104,93,71,64,154,226,196,166,40
"ENSMUSG00000011752.8",3937,4333,4289,3039,4524,4404,5312,4725,5230,410,260,2258,3183,3146,2436,1583
"ENSMUSG00000034321.15",375,357,587,140,150,175,291,311,367,163,234,210,220,197,132,98
"ENSMUSG00000025157.9",420,423,294,171,152,129,235,286,304,190,207,186,202,276,122,57
"ENSMUSG00000025159.9",1961,2092,1557,573,607,489,1430,1432,1184,740,1223,695,667,935,481,461
"ENSMUSG00000025171.3",262,285,226,162,171,158,204,206,241,83,76,172,127,332,309,156
"ENSMUSG00000025172.4",57,70,57,7,1,3,97,106,96,33,19,71,91,26,45,38
"ENSMUSG00000025176.15",6364,6356,5918,3806,4147,3187,9089,7428,8053,1820,2839,2798,2608,2859,2134,2285
"ENSMUSG00000090369.4",2517,2936,477,31,22,29,219,275,77,146,204,16,19,21,63,42
