"","SRR13842739","SRR13842740","SRR13842741","SRR13842742","SRR13842743","SRR13842744","SRR13842745","SRR13842746","SRR13842747","SRR13842748","SRR13842749","SRR13842750","SRR13842751","SRR13842752","SRR13842753","SRR13884080","SRR13884092","SRR13884104"
"ENSMUSG00000046591.11",4.008251,3.235038,4.509773,4.179022,4.329143,4.699966,3.666368,3.984329,3.72525,3.235038,4.274202,3.235038,4.482463,4.095523,4.403952,3.976111,4.019706,4.305764
"ENSMUSG00000050382.15",5.726454,5.552795,5.556738,5.982658,5.59252,5.621298,6.010081,5.689589,5.653981,5.704884,5.418947,5.731011,6.277291,5.52935,6.022577,5.913892,5.728616,5.671295
"ENSMUSG00000030546.15",4.389573,4.734016,4.474073,4.034963,4.344709,4.57381,4.215002,4.505325,4.437917,4.010633,3.889559,4.646924,3.933282,4.408095,4.530536,4.009066,4.242782,4.325228
"ENSMUSG00000030545.10",7.369075,7.592008,7.713428,7.826476,7.534242,7.679435,7.53163,7.526615,7.539824,8.052566,7.486766,7.324309,7.850096,7.576368,7.734271,7.508928,7.407799,7.64667
"ENSMUSG00000039099.8",4.409965,4.799958,5.030805,5.080867,4.561649,4.277586,4.717851,4.972664,4.622618,4.384863,5.134329,4.435318,4.256358,4.611438,5.678094,4.681252,4.577093,4.749629
"ENSMUSG00000030544.6",2.990657,3.49185,4.265392,3.468921,3.846019,4.102357,2.990657,3.809678,3.957604,3.639668,2.990657,3.819269,3.968467,3.603552,4.159571,3.684384,4.023964,3.614703
"ENSMUSG00000030543.11",4.14919,4.248628,4.337763,4.255876,4.164981,4.53065,4.181602,4.572257,4.289685,4.269657,4.059183,4.483859,4.850528,4.356309,4.137656,4.519659,4.508727,4.229593
"ENSMUSG00000039062.16",5.988532,6.487504,6.072073,6.036805,6.059392,6.229311,5.952595,5.985532,6.294365,6.360883,5.871331,6.466572,6.247176,5.792802,6.071029,6.703551,6.052575,6.039036
"ENSMUSG00000063801.8",10.18366,9.929915,10.05899,9.92578,9.94351,9.983797,10.17975,10.06702,10.04432,9.869543,10.05516,10.28357,10.10321,10.16688,10.13795,10.21263,10.2759,10.18317
"ENSMUSG00000039043.6",8.00783,8.123343,8.05255,8.363685,8.013902,8.441859,7.985746,8.151721,8.062976,8.042101,7.82777,7.995183,8.027355,8.14314,8.484793,8.207416,8.248271,8.210537
"ENSMUSG00000048897.16",8.409289,8.987576,8.347683,8.657743,8.502241,8.820533,8.341725,8.440203,8.26264,8.715848,8.698501,8.552026,9.041881,8.678372,8.785247,8.446874,8.571847,8.4137
"ENSMUSG00000030541.17",8.651642,8.964286,8.852902,9.453971,9.21926,9.170302,9.241596,9.197956,9.297623,9.15941,9.151129,9.258555,9.143122,9.230561,9.104996,9.153672,9.051472,9.029861
"ENSMUSG00000030539.14",7.859063,8.243746,8.876555,8.404383,8.492473,8.354885,7.847715,8.240455,7.908699,8.446275,8.74543,8.406564,8.638501,8.243943,8.018887,8.319953,8.277993,8.284859
"ENSMUSG00000030538.16",7.07686,7.385296,7.248383,7.456145,7.621908,7.534507,7.088886,7.302865,7.46844,7.638887,7.651429,7.243072,7.736702,7.977708,7.251025,7.381132,7.275847,7.190933
"ENSMUSG00000050973.12",7.292093,7.041589,7.103889,7.003755,7.005103,7.018396,7.242316,7.011024,7.315602,7.16043,7.003932,7.066864,7.182922,7.170144,7.19235,7.177152,7.122894,7.238183
"ENSMUSG00000045467.14",4.936847,5.211265,4.714643,5.469964,4.954091,5.11021,4.822304,5.134024,5.119444,5.027265,5.605105,5.768114,5.367868,5.489597,5.463011,4.96216,4.689412,4.954197
"ENSMUSG00000047084.9",8.619171,8.693968,9.054835,8.746763,8.989574,8.683002,8.626216,8.750586,8.723456,8.842294,8.330732,8.662289,8.868292,8.92041,8.926499,8.690897,8.726512,8.729163
"ENSMUSG00000030534.14",8.13245,8.236299,8.151438,8.213359,8.361539,8.141923,8.289522,8.201617,8.201393,8.027647,8.529235,8.341642,8.037228,8.12183,8.321209,8.193734,8.11905,8.183271
"ENSMUSG00000038930.12",7.024202,7.781355,7.126528,7.753292,7.78365,6.969597,7.317331,7.383862,6.597046,7.007961,6.971696,7.473415,7.678216,7.511109,7.400216,7.153478,6.99247,7.25048
"ENSMUSG00000038943.17",6.156664,5.956436,5.599732,6.036391,6.487877,5.572271,6.077185,5.879195,5.675558,5.452883,5.851616,5.782338,5.822059,6.234767,6.292639,5.875796,6.005022,5.847444
"ENSMUSG00000030533.17",8.377725,8.577272,8.303942,8.684441,8.644266,8.457816,8.465986,8.428246,8.652142,8.440137,8.483589,8.583837,8.811207,8.450737,8.565534,8.890395,8.771559,8.739957
"ENSMUSG00000030532.7",6.190215,6.535315,6.356065,6.393816,6.376551,6.269322,6.346787,6.270462,6.390819,6.382091,6.218243,6.039203,6.34273,6.600304,6.466837,6.411781,6.278437,6.163658
"ENSMUSG00000038886.11",11.35113,11.85781,11.45702,11.25463,11.62099,11.40375,11.5893,11.37293,11.49997,11.7346,11.38099,11.44623,11.72502,11.46607,11.63148,11.5339,11.60273,11.50526
"ENSMUSG00000053158.11",6.234426,6.442855,5.888682,6.394597,6.41377,6.274141,5.991881,6.16019,6.195412,6.243011,5.584439,6.328024,6.203097,6.200957,6.311446,6.346238,6.281771,6.162129
"ENSMUSG00000030530.16",9.174377,9.582316,9.365709,8.93259,9.408277,9.288588,8.361373,9.199825,9.377403,9.562796,8.634223,8.918459,9.479169,9.767341,9.228403,9.087723,9.054939,9.116979
"ENSMUSG00000030528.13",6.489371,6.797712,6.537873,6.768497,6.466052,6.782488,6.754633,6.502648,6.323238,6.369889,6.980416,6.396093,5.942168,6.225599,6.564286,6.522599,6.504779,6.556743
"ENSMUSG00000030527.16",8.544006,9.566846,9.163207,9.010227,9.06496,9.142175,8.291774,9.006965,9.005822,9.108777,8.889231,9.309874,9.28508,9.072082,9.320163,8.697905,8.663473,8.635538
